",_time",c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,label,f_one_cggt_multi_cdgt_psi
2024-08-22T20:43:04.000+01:00,1747671070,33333333,242832727050300,0.000000,1.000000,0.000000,1.000000,0.000000,7,11,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.451985,1.000000,1,
2025-04-06T18:01:46.000+01:00,1747671070,33333333,242987018822300,0.000000,0.000000,0.000000,1.000000,1.000000,6,11,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.606135,0.000000,1,
2024-08-18T22:45:35.000+01:00,1747671070,33333333,242105852733100,0.000000,1.000000,1.000000,1.000000,1.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2025-01-04T23:17:22.000+01:00,1747671070,22222222,242849995937100,0.000000,0.000000,0.000000,0.000000,0.000000,1,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.693142,0.000000,0,
2025-02-08T21:59:11.000+01:00,1747671070,11111111,242341996711300,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2025-04-29T17:58:17.000+01:00,1747671070,11111111,242721844811400,0.000000,0.000000,0.000000,0.000000,0.000000,1,3,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.098606,0.000000,0,
2024-05-23T08:04:14.000+01:00,1747671070,11111111,242934711578500,0.000000,0.000000,0.000000,0.000000,0.000000,7,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.252759,1.000000,1,
2024-08-18T09:04:18.000+01:00,1747671070,11111111,242323254696500,0.000000,0.000000,0.000000,0.000000,0.000000,1,2,0.000000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.693142,0.000000,0,
2024-12-31T18:26:09.000+01:00,1747671070,33333333,242219244311600,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-10-10T05:03:20.000+01:00,1747671070,11111111,242035848224200,0.000000,0.000000,0.000000,1.000000,0.000000,2,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-12-15T05:52:15.000+01:00,1747671070,33333333,242501011112400,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,
2024-11-17T01:06:49.000+01:00,1747671070,11111111,242667645414600,0.000000,0.000000,0.000000,0.000000,1.000000,1,3,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.098606,0.000000,0,
2024-11-09T20:55:10.000+01:00,1747671070,33333333,242577932749800,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2024-06-23T11:51:39.000+01:00,1747671070,33333333,242484470067700,0.000000,0.000000,0.000000,1.000000,1.000000,0,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.206078,0.000000,0,
2025-04-08T10:31:17.000+01:00,1747671070,33333333,242250101591100,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.512935,0.000000,0,
2025-02-10T23:27:43.000+01:00,1747671070,33333333,242388813238900,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2024-11-17T08:03:26.000+01:00,1747671070,22222222,242167551351400,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.512935,0.000000,0,
2024-07-21T18:50:13.000+01:00,1747671070,11111111,242468546276100,0.000000,1.000000,0.000000,0.000000,0.000000,2,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.206078,0.000000,0,
2024-08-21T21:00:16.000+01:00,1747671070,22222222,242819476529900,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2024-07-03T21:12:07.000+01:00,1747671070,33333333,242864187004900,0.000000,0.000000,1.000000,1.000000,1.000000,6,9,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.405465,0.000000,1,
2025-02-06T10:07:54.000+01:00,1747671070,22222222,242204822054800,0.000000,0.000000,0.000000,0.000000,0.000000,1,3,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.098606,0.000000,0,
2024-05-23T06:49:05.000+01:00,1747671070,11111111,242792981338200,0.000000,0.000000,0.000000,0.000000,0.000000,3,10,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.203970,0.000000,1,
2025-03-31T16:42:51.000+01:00,1747671070,11111111,242325593087900,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2024-10-30T13:21:57.000+01:00,1747671070,33333333,242182790695900,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2024-05-21T23:43:08.000+01:00,1747671070,22222222,242526776278300,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-06-17T22:44:17.000+01:00,1747671070,22222222,242342010243900,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2025-01-11T17:55:15.000+01:00,1747671070,22222222,242901997460400,0.000000,1.000000,1.000000,0.000000,0.000000,2,5,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.916288,0.000000,0,
2024-11-19T10:15:42.000+01:00,1747671070,11111111,242463752328500,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-11-15T20:21:05.000+01:00,1747671070,11111111,242113089397900,0.000000,0.000000,0.000000,1.000000,0.000000,2,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.206078,0.000000,0,
2025-01-31T18:35:10.000+01:00,1747671070,22222222,242768820328200,0.000000,0.000000,0.000000,0.000000,0.000000,8,7,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133531,1.000000,1,
2024-06-19T04:20:38.000+01:00,1747671070,11111111,242007789608100,0.000000,0.000000,1.000000,0.000000,0.000000,3,7,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.847296,0.000000,1,
2024-10-01T21:56:45.000+01:00,1747671070,11111111,242841384695000,0.000000,0.000000,1.000000,0.000000,0.000000,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2025-01-25T12:42:44.000+01:00,1747671070,22222222,242423223097900,0.000000,0.000000,0.000000,0.000000,0.000000,1,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.693142,0.000000,0,
2025-05-17T12:34:51.000+01:00,1747671070,11111111,242179473283900,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-06-05T05:51:12.000+01:00,1747671070,22222222,242690084861200,0.000000,0.000000,0.000000,0.000000,0.000000,2,6,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.098609,0.000000,0,
2024-12-15T02:55:55.000+01:00,1747671070,22222222,242203564059100,0.000000,0.000000,0.000000,1.000000,0.000000,0,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.206078,0.000000,0,
2025-01-06T23:43:00.000+01:00,1747671070,33333333,242891271258200,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.512935,0.000000,0,
2024-06-09T19:09:03.000+01:00,1747671070,22222222,242585984092500,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.512935,0.000000,0,
2024-10-15T19:24:51.000+01:00,1747671070,11111111,242192983447300,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-10-19T13:57:25.000+01:00,1747671070,33333333,242535035166600,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2025-02-21T09:09:08.000+01:00,1747671070,22222222,242807148903600,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2024-07-01T11:21:18.000+01:00,1747671070,33333333,242781067027000,0.000000,1.000000,0.000000,1.000000,1.000000,4,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.386287,0.000000,0,
2024-08-16T16:45:31.000+01:00,1747671070,11111111,242558116285200,0.000000,0.000000,0.000000,0.000000,0.000000,0,2,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.206078,0.000000,0,
2024-09-14T10:11:06.000+01:00,1747671070,22222222,242047376062500,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,1.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-11-08T06:36:21.000+01:00,1747671070,11111111,242509203474900,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.512935,0.000000,0,
2025-04-15T02:57:27.000+01:00,1747671070,33333333,242316069883700,0.000000,0.000000,1.000000,1.000000,1.000000,3,3,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2024-06-07T22:54:05.000+01:00,1747671070,22222222,242436628838400,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,
2024-06-21T00:46:42.000+01:00,1747671070,33333333,242909423609700,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
2025-03-12T02:57:41.000+01:00,1747671070,33333333,242284351380300,0.000000,1.000000,0.000000,1.000000,1.000000,2,3,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.405463,0.000000,0,
2025-04-13T22:37:38.000+01:00,1747671070,22222222,242025569305600,0.000000,0.000000,0.000000,0.000000,1.000000,2,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.693142,0.000000,0,
2024-11-13T08:24:52.000+01:00,1747671070,33333333,242990066685800,0.000000,0.000000,0.000000,1.000000,0.000000,1,1,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,
