_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_one_cggt_multi_cdgt_psi,f_count_ok_cl_between2lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_psi_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9809,672248199709523,1,0,0,1,0,1,0,4,1,5,4,5,0,4,1,1,3,2,1,3,0,5,3,2,5,4,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_3497,760055411203342,1,1,1,0,0,1,9,7,0,4,1,0,5,4,3,4,1,5,0,4,3,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_7145,397805975330901,1,1,1,1,1,0,4,8,1,2,4,0,0,3,4,5,2,5,4,3,5,0,4,4,5,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6868,904559427148943,0,0,1,1,1,0,2,2,1,1,5,1,1,1,0,1,0,4,4,5,2,2,3,1,3,4,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_3632,891436056148832,1,1,0,0,1,1,6,4,1,4,3,4,3,5,4,2,1,5,5,5,1,4,5,3,2,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5875,532187614267985,1,0,1,1,1,1,8,0,1,2,1,2,5,1,1,2,0,5,1,2,1,1,0,1,2,5,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6380,422263898189797,1,1,1,0,0,0,3,10,0,3,4,5,5,5,5,3,3,5,0,2,2,2,5,4,4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5530,433596110086923,0,1,0,1,1,1,1,4,1,3,0,3,0,5,4,3,5,3,0,1,2,5,0,1,5,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9122,404156680687599,0,0,1,1,1,1,3,8,0,4,3,1,4,3,2,0,5,3,1,0,0,5,5,4,3,5,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5973,755986372232751,1,0,0,0,0,0,10,1,1,2,4,4,1,2,1,5,5,2,0,3,1,0,2,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_4504,893285855857677,0,0,0,0,1,1,6,0,1,2,3,0,3,5,1,4,0,2,4,5,3,0,4,5,4,3,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1193,658006166799239,1,0,1,1,0,0,8,4,0,1,2,3,2,2,4,2,4,2,3,1,4,4,5,0,2,4,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8745,331922659747886,1,0,1,1,1,1,7,6,1,0,3,3,2,1,1,1,1,3,0,3,0,5,1,2,5,4,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6368,756799061373655,1,0,1,0,1,0,1,5,1,4,1,4,2,3,2,5,0,0,4,0,0,5,3,2,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2680,863112769311047,1,0,1,1,1,0,6,10,1,1,4,1,2,5,1,5,4,5,1,2,5,1,1,4,2,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_4772,559171000272271,1,1,0,1,0,0,6,10,1,1,1,1,1,4,5,3,4,4,5,2,1,3,4,3,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8411,690101390723394,0,1,1,0,0,1,4,8,1,1,0,5,4,2,5,1,1,4,0,5,4,5,3,3,1,2,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1502,206777610865166,1,0,0,1,0,1,4,4,0,2,1,4,0,0,5,4,5,2,3,4,4,4,2,4,0,3,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5676,719316139428135,0,1,0,0,0,1,10,4,0,1,4,0,1,5,4,1,3,2,0,3,0,0,4,5,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8910,252810309657948,1,0,0,1,0,0,7,0,1,4,3,3,5,5,2,4,2,0,2,3,4,2,5,2,0,5,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8528,535188638668910,0,0,0,1,0,0,4,4,0,3,5,3,1,1,0,0,5,0,2,0,4,1,3,3,2,5,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8929,331199424362802,1,0,0,1,0,1,0,8,0,5,0,5,3,3,2,2,1,1,3,2,0,1,1,2,4,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1502,286534068101081,1,0,0,1,1,1,5,7,0,4,2,5,5,1,0,1,4,2,3,4,0,1,4,2,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_3122,174221671917550,0,0,1,0,1,1,0,2,0,0,3,0,1,3,4,1,5,3,3,0,5,3,3,2,1,3,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1954,471679593739641,0,1,1,0,0,1,3,8,0,5,4,5,3,4,0,4,2,2,5,5,3,3,5,1,2,3,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8309,583212864517300,0,0,0,1,1,1,1,5,0,1,1,2,4,2,0,3,5,2,4,5,0,3,5,4,4,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_7291,183263146831448,1,0,0,0,0,1,7,1,0,1,0,1,1,2,0,1,3,2,5,0,2,3,1,3,3,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2329,174682796747003,1,1,0,0,0,1,2,10,1,3,3,4,4,1,3,2,1,0,1,0,4,1,0,3,1,5,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9050,621718626683190,1,0,0,0,1,0,8,6,1,5,1,0,3,3,3,4,2,4,3,1,1,0,2,5,0,2,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_3800,531867170641594,0,0,0,0,0,1,7,3,1,2,3,3,1,0,4,0,2,4,4,0,2,4,2,5,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_4765,663635161901075,0,0,1,1,1,0,5,8,0,1,1,1,5,1,5,2,0,5,1,1,2,5,4,4,2,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9091,196949679754475,0,0,1,1,1,0,3,0,1,2,3,2,2,5,5,1,0,3,4,3,1,1,5,4,4,4,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9765,194854619688354,1,1,1,0,0,1,9,0,0,2,3,5,1,4,1,0,2,2,4,1,3,1,0,3,3,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1148,928083670409802,1,1,1,0,1,0,3,0,1,0,2,5,3,1,4,5,5,0,5,0,2,5,5,0,4,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5165,203195089191664,0,0,0,0,0,0,7,1,0,1,0,2,2,2,0,3,2,5,0,5,4,1,3,4,5,5,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8631,544203336462622,1,1,0,0,1,1,2,4,0,1,2,3,0,1,3,3,5,2,0,3,4,0,3,0,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_7371,356378649430559,0,0,1,0,0,0,10,5,0,4,5,2,2,0,2,1,5,3,4,1,1,1,2,1,5,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1412,587569776686757,1,1,0,1,0,1,1,5,1,1,2,2,5,3,1,5,0,5,0,0,2,3,2,0,4,2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1366,773208730967439,0,1,0,1,0,0,1,0,1,3,2,4,2,5,5,2,5,0,4,1,4,3,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8670,636972819532229,1,1,1,1,1,1,3,10,1,2,5,1,3,1,3,4,4,0,2,5,1,2,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_4654,554348937693527,1,0,1,1,0,0,5,2,1,0,2,2,1,0,3,1,4,3,3,0,4,2,1,0,5,4,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6185,400254445752847,0,1,1,0,1,1,5,4,0,0,2,1,0,2,2,5,0,5,0,5,5,0,2,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9086,701580347867680,0,1,1,1,1,0,6,0,1,2,1,1,2,1,3,5,5,0,0,0,2,3,4,1,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9675,880588288945950,1,0,0,1,0,0,3,7,0,2,0,0,5,1,2,5,1,3,3,3,1,1,1,0,5,5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6301,874683166726559,0,1,0,0,1,1,7,10,1,0,1,5,3,2,5,1,1,1,1,3,3,2,0,5,3,5,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1145,539946891712147,0,0,1,1,0,0,8,3,1,3,1,2,2,0,1,5,0,1,4,5,0,4,2,5,1,5,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8728,268915593771277,1,1,0,0,0,1,5,0,0,1,4,3,1,1,3,5,1,3,1,3,1,1,0,5,3,5,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2279,935278680342327,1,1,1,0,1,0,3,7,0,0,1,5,0,2,1,0,3,3,3,0,5,2,4,5,0,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2137,415321004335648,0,0,1,1,0,0,1,7,0,2,3,3,3,4,0,4,0,1,0,2,0,5,3,0,0,5,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9410,968334180104856,1,0,1,0,1,1,5,9,1,3,0,4,3,2,2,5,1,3,1,4,1,1,5,1,0,2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5264,159915810192180,0,1,0,0,0,0,3,6,1,2,1,3,0,1,3,3,3,4,5,1,0,3,3,4,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2756,439658832461171,1,0,0,1,1,0,7,3,1,3,4,0,5,0,3,5,5,4,2,4,4,2,0,5,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_7727,232027146794575,0,1,1,1,1,1,10,7,1,5,0,2,2,3,4,5,0,0,4,0,5,4,5,5,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1487,814300078786553,1,0,0,1,1,0,3,6,1,3,5,4,4,1,5,5,5,1,1,5,0,4,5,0,2,2,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_7219,997372620394780,1,0,1,0,1,0,4,8,0,3,5,2,5,1,3,4,5,4,3,5,3,1,4,1,5,3,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1156,157868917892752,1,1,0,1,1,0,6,3,1,1,5,3,2,0,0,1,5,4,0,4,0,0,1,2,3,5,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_5939,956621973747283,0,0,0,0,0,1,9,8,1,1,4,1,3,0,1,0,4,3,3,3,4,5,3,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2211,309515252101881,0,0,1,1,0,1,0,0,1,5,5,0,1,4,5,1,1,1,5,3,2,4,3,4,3,5,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_4858,990346315654395,1,1,0,0,1,1,9,4,1,3,2,2,2,5,3,2,5,1,4,0,1,5,5,0,4,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1730,600371043257986,1,1,1,1,1,1,8,7,0,3,1,5,4,5,3,0,5,3,0,4,5,1,5,5,0,5,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_3034,210546757584733,1,0,1,1,1,1,5,7,1,3,1,2,4,4,0,4,4,2,5,5,0,0,3,0,4,3,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9081,786199411020292,0,1,0,1,0,0,7,8,0,3,3,0,2,3,2,5,3,1,2,0,0,3,0,0,3,2,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_8189,427936350944945,1,1,0,1,1,0,9,0,1,0,3,4,0,2,3,3,0,2,5,0,5,4,5,4,5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6689,145156687897424,0,0,0,0,0,1,5,2,0,4,2,5,3,4,5,0,4,4,4,2,2,4,4,5,4,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_2013,323612244482461,1,1,0,0,0,0,7,6,1,2,4,4,1,1,1,2,3,2,4,1,0,5,0,4,2,4,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_6552,806503231313190,1,1,0,1,0,0,6,0,0,5,1,2,1,3,5,1,3,1,2,2,5,3,2,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_7649,973129032672056,1,1,1,1,1,1,8,4,0,5,1,5,3,5,1,2,2,1,0,0,1,4,1,4,0,5,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_1444,938563204982220,0,1,0,1,1,0,9,10,0,1,0,0,2,3,5,0,1,2,2,5,1,2,0,4,2,2,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_9915,769376861545081,1,0,1,1,1,0,5,5,1,0,2,2,3,1,5,4,5,4,3,0,3,1,5,5,3,5,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1
2025-05-08 16:08:05,2025-05-08 16:08:05,CGGT_4505,214506670045157,0,0,0,1,1,0,7,1,1,3,3,0,0,2,0,3,0,1,3,5,4,3,1,2,4,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
