_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_one_cggt_multi_cdgt_psi,f_count_ok_cl_between2lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_psi_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_1308,161791278128063,0,1,1,1,0,0,9,9,1,2,2,3,2,3,2,4,1,2,3,0,3,3,2,2,2,3,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_2974,997300355146837,0,1,1,1,0,1,6,8,0,1,3,4,5,2,2,2,3,4,2,5,3,0,5,3,5,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_2278,942677143349280,0,1,0,1,1,1,1,7,0,5,5,5,4,1,1,2,0,3,4,3,5,4,1,4,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_1831,799960151678623,0,0,1,1,1,1,5,1,0,2,2,3,2,4,1,3,0,5,3,3,5,3,0,5,3,2,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_8357,791400285611491,0,1,0,1,0,1,3,9,0,5,4,1,1,5,0,0,4,2,5,3,1,3,4,3,0,4,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_8823,343273215807586,1,0,1,1,0,1,2,4,0,0,3,0,3,3,5,3,0,2,0,0,3,3,0,0,5,2,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_3926,378129569940491,0,1,0,0,0,0,10,4,1,2,1,2,0,4,4,4,2,3,5,0,2,1,2,1,0,4,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_8059,733306054792834,1,0,1,1,0,0,8,6,1,5,2,0,3,1,0,3,0,4,5,0,3,4,4,0,5,2,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_8325,347102547179646,0,0,0,0,1,0,4,4,1,0,2,4,3,5,1,5,0,4,5,4,4,2,5,3,3,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_5375,630757424700861,0,1,1,0,1,1,7,2,0,1,2,1,3,1,3,3,3,0,4,0,3,5,0,5,0,2,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_4240,122376725290901,1,0,1,0,1,0,0,6,0,3,1,5,0,4,3,4,3,1,0,0,5,1,0,4,2,2,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_7494,959738415006445,0,1,1,1,1,0,0,3,1,0,1,2,2,0,1,2,0,0,2,1,2,0,0,2,4,2,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_2307,262526303584551,1,0,0,0,0,1,1,9,0,0,2,1,1,1,2,2,2,5,0,5,5,1,5,4,0,4,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_4016,149842490637198,1,1,1,1,1,1,8,7,0,4,2,0,5,1,3,1,1,5,5,1,1,3,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_5990,960315713044537,0,0,0,1,1,1,7,8,1,0,2,3,2,4,2,1,0,2,0,0,0,0,4,4,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_2693,340202442380248,1,0,1,1,0,0,0,7,1,2,4,5,0,4,2,1,1,0,5,0,0,2,4,4,0,2,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_7276,685774302080121,0,0,1,1,0,0,10,5,1,5,4,5,0,3,1,4,3,5,2,1,1,5,4,0,1,2,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_6672,486547116888528,1,1,1,1,0,1,0,2,1,4,4,4,1,4,3,4,5,0,2,3,2,1,4,1,4,4,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_5643,211370842470161,1,0,0,0,0,1,5,4,1,1,3,5,0,1,2,1,1,4,2,1,1,3,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_4729,813782426969199,0,0,1,1,0,1,2,3,1,4,5,0,2,5,1,2,5,4,3,0,3,3,3,2,4,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_9757,492468024017223,1,0,1,0,1,1,8,7,1,4,5,3,4,4,0,1,1,1,0,0,4,5,2,3,4,5,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_6833,813471046487137,0,0,0,1,0,0,10,10,1,2,2,3,1,1,3,5,0,4,0,3,5,5,3,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_4857,812765207573934,1,0,1,0,1,0,6,9,0,1,4,4,0,4,0,2,5,2,5,3,5,1,0,4,5,5,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_5427,552377186898721,1,0,1,1,1,0,2,6,1,1,5,0,4,1,1,0,2,4,5,1,1,3,4,3,1,3,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_2190,989258187101865,1,1,1,0,0,0,0,0,0,3,3,4,5,2,0,0,2,0,1,0,2,0,5,1,3,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_6954,816450872725693,0,1,1,1,1,1,6,3,0,3,4,3,0,1,5,2,4,5,4,4,0,3,3,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_9167,339072598683278,0,1,0,0,0,0,8,1,1,4,5,5,2,1,1,0,1,3,4,3,4,3,4,3,5,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_7201,715489533872721,1,1,0,0,0,1,7,8,1,5,1,1,1,3,4,3,1,0,1,5,3,4,0,3,4,4,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_8877,255559005922057,1,1,0,1,0,0,3,3,1,2,2,0,1,1,0,0,0,2,0,1,3,5,0,0,3,4,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_5444,271090980897824,1,1,1,0,1,1,9,6,0,0,5,5,1,1,1,3,0,4,2,2,4,1,2,2,3,3,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_7680,459504938222409,0,0,1,0,0,1,4,5,0,0,3,0,1,5,2,2,5,4,0,5,2,3,1,0,1,4,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_9513,373790441676943,0,0,0,0,1,1,4,4,1,1,5,0,2,2,1,2,5,1,0,3,2,2,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_1256,964148909883594,1,1,1,1,1,0,1,7,1,4,3,4,1,4,2,0,0,2,5,5,2,5,5,1,2,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_6930,404372684149025,1,0,0,0,1,1,6,2,1,5,1,2,1,5,0,5,2,5,2,5,5,5,0,4,2,2,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
2025-04-30 14:07:41,2025-04-30 14:07:41,CGGT_9139,755057721083322,1,0,0,1,0,1,0,7,0,0,0,0,3,5,5,1,3,2,0,3,1,0,1,1,4,5,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
