timestamp,src,dst,protocol,label
1399902781.603244,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902781.604746,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902781.704922,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902781.909601,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902781.909781,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902781.910333,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902781.910698,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902782.059346,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902782.084582,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902782.086228,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902782.094212,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902782.135548,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.061303,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.086751,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.08861,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.09629,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.137278,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.183055,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902783.203278,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902783.23213,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902783.235081,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.243615,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902783.304748,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.514357,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.517298,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902783.604203,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.649159,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.649269,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.64941,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.649444,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.650875,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.651042,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.651166,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.651413,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.698316,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902783.698498,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902783.894951,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902783.895646,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902783.964742,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902784.059111,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902784.084352,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902784.085957,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902784.09449,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902784.135803,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902784.486712,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902784.547259,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902784.962107,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902784.96229,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902785.06115,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902785.084099,34:07:fb:11:c8:00,01:00:5e:00:00:05,Ethernet,normal
1399902785.086579,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902785.089015,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902785.096121,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902785.116041,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902785.117688,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902785.137663,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902785.916433,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902785.916616,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902785.917088,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902785.917288,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902786.059339,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902786.083958,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902786.085485,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902786.094142,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902786.135662,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902786.664759,04:da:d2:c9:9c:c1,01:00:5e:00:00:05,Ethernet,normal
1399902786.937816,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902786.939237,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902787.060858,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902787.086287,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902787.087784,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902787.095826,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902787.137076,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902787.42269,04:da:d2:c9:9c:c3,01:00:5e:00:00:05,Ethernet,normal
1399902787.646902,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902787.647013,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902787.647082,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902787.647211,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902787.648111,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902787.648284,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902787.648407,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902787.648586,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902787.681845,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902787.682023,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902788.059118,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902788.084236,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902788.085965,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902788.09449,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902788.135788,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902788.24088,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902788.24106,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902788.51269,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902788.514604,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902788.731946,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902788.73487,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902788.79919,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902788.799368,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902788.80458,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902788.818977,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902789.061749,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902789.086135,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902789.087738,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902789.096735,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902789.138386,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902789.38272,34:07:fb:11:c8:29,01:00:5e:00:00:05,Ethernet,normal
1399902789.921895,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902789.922077,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902789.922581,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902789.922941,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902790.058898,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902790.083999,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902790.085586,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902790.094254,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902790.135642,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902790.274873,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902790.275208,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902790.344588,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902790.437486,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902790.437671,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902791.061602,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902791.08603,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902791.087747,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902791.096575,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902791.137405,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902791.651963,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902791.652124,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902791.652511,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902791.652657,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902791.652767,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902791.652944,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902791.653744,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902791.653854,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902792.05924,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902792.084374,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902792.085974,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902792.094055,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902792.135228,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902793.061443,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902793.085815,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902793.087522,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902793.096418,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902793.137281,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902793.468187,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902793.469639,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902793.920414,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902793.920597,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902793.921123,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902793.921322,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902794.058841,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.084014,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.085577,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.094219,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.134933,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.170915,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.171094,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.183931,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.184299,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.437191,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.437556,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.45473,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.455019,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902794.524425,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902794.805809,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902794.807869,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.05806,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902795.059124,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.061159,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902795.083829,34:07:fb:11:c8:00,01:00:5e:00:00:05,Ethernet,normal
1399902795.086583,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902795.088973,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902795.096225,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902795.137465,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902795.551793,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902795.554688,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902795.624403,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902795.651022,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.651134,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.651208,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902795.651334,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902795.652126,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.652297,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902795.65243,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.652606,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902795.834129,04:da:d2:c9:9c:c1,01:00:5e:00:00:05,Ethernet,normal
1399902795.945529,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902795.945724,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902796.054806,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902796.054984,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902796.059178,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902796.0838,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902796.085386,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902796.093976,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902796.135436,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902796.240585,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902796.240765,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902796.465792,04:da:d2:c9:9c:c3,01:00:5e:00:00:05,Ethernet,normal
1399902796.690612,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902796.692162,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902797.057815,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902797.05957,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902797.060982,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902797.086418,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902797.08817,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902797.095958,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902797.136937,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902797.712787,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902797.714398,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902797.929514,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902797.929693,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902797.930226,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902797.930588,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902798.058973,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902798.084247,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902798.086015,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902798.094349,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902798.13579,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902798.140497,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902798.180859,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902798.205952,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902798.247465,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902798.288895,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902798.290284,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.066137,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.075664,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.107887,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.116591,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.382887,34:07:fb:11:c8:29,01:00:5e:00:00:05,Ethernet,normal
1399902799.656873,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.656981,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.657124,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.657162,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.657472,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.657616,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.657824,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.658181,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.734816,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902799.735098,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902799.804374,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902800.079154,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902800.079158,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902800.120431,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902800.120872,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902800.126123,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902800.127674,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902800.200962,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902800.442079,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902800.442258,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902801.0861,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902801.095637,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902801.126837,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902801.13632,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902801.271609,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902801.274605,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902801.344369,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902801.429855,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902801.430038,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902801.462527,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902801.462703,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902801.575603,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902801.576729,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902801.93649,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902801.936676,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902801.937208,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902801.937409,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902802.078808,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902802.078812,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902802.108735,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902802.110025,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902802.119766,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902803.100653,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902803.100684,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902803.141658,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902803.142086,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902803.656145,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902803.656326,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902803.65645,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902803.656624,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902803.657569,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902803.657676,04:da:d2:c9:9c:c1,34:07:fb:11:c8:29,Ethernet,normal
1399902803.657746,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902803.657883,34:07:fb:11:c8:29,04:da:d2:c9:9c:c1,Ethernet,normal
1399902804.104184,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902804.11386,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902804.14571,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902804.155509,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902805.083677,34:07:fb:11:c8:00,01:00:5e:00:00:05,Ethernet,normal
1399902805.100491,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902805.100517,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902805.141718,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902805.141829,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902805.234419,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902805.234698,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
1399902805.304224,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902805.492542,04:da:d2:c9:9c:c3,01:00:5e:00:00:05,Ethernet,normal
1399902805.665023,04:da:d2:c9:9c:c1,01:00:5e:00:00:05,Ethernet,normal
1399902805.949495,04:da:d2:c9:9c:c3,34:07:fb:11:c8:00,Ethernet,normal
1399902805.949683,34:07:fb:11:c8:00,04:da:d2:c9:9c:c3,Ethernet,normal
